case index 3 = {
num freq, 3000
num column, 38
Waveln,  combin,  H2O,  umix,  O3,  trace,  N2,  H2Ocnt,  molec,  aercld,  HNO3,  aercld,  CO2,  CO,  CH4,  N2O,  O2,  NH3,  NO,  NO2,  SO2,  cloud,  F11,  F12,  CCl3F,  CF4,  F22,  F113,  F114,  R115,  ClONO2,  HNO4,  CHCl2F,  CCl4,  N2O5,  H2-H2,  H2-HE,  H2-CH4,  CH4-CH4
  [nm],  trans,  trans,  trans,  trans,  trans,  trans,  trans,  scat,  trans,  trans,  abtrns,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans,  trans
2001, 0.222197, 0.949475, 0.302077, 1, 0.999972, 1, 0.998896, 0.999385, 0.769871, 1, 0.88973, 0.302136, 1, 0.999992, 0.999817, 1, 0.999972, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2002, 0.176762, 0.92358, 0.24845, 1, 0.999978, 1, 0.99895, 0.999386, 0.769972, 1, 0.889765, 0.248493, 1, 0.999995, 0.999836, 1, 0.999978, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2003, 0.152635, 0.898779, 0.222182, 1, 0.999985, 1, 0.999002, 0.999388, 0.770069, 1, 0.889798, 0.222213, 1, 0.999995, 0.999862, 1, 0.999985, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2004, 0.137622, 0.898183, 0.200994, 1, 0.999981, 1, 0.999051, 0.999389, 0.770167, 1, 0.889832, 0.201019, 1, 0.999992, 0.999881, 1, 0.999981, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2005, 0.139948, 0.904172, 0.202039, 1, 0.99997, 1, 0.999094, 0.99939, 0.770264, 1, 0.889865, 0.202061, 1, 0.999986, 0.9999, 1, 0.99997, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2006, 0.16532, 0.915059, 0.23383, 1, 0.999976, 1, 0.999135, 0.999391, 0.770362, 1, 0.889898, 0.233852, 1, 0.99998, 0.999921, 1, 0.999976, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2007, 0.219272, 0.944512, 0.298971, 1, 0.999986, 1, 0.999174, 0.999392, 0.770459, 1, 0.889932, 0.299002, 1, 0.999975, 0.999929, 1, 0.999986, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2008, 0.284591, 0.971331, 0.378213, 1, 0.999987, 1, 0.999211, 0.999394, 0.770556, 1, 0.889965, 0.378276, 1, 0.99998, 0.999883, 1, 0.999987, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2009, 0.32241, 0.988689, 0.422867, 0.999999, 0.99998, 1, 0.999245, 0.999395, 0.770653, 1, 0.889999, 0.422967, 1, 0.999988, 0.999807, 1, 0.99998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2010, 0.29647, 0.99513, 0.387065, 0.999999, 0.999985, 1, 0.999277, 0.999396, 0.77075, 1, 0.890033, 0.387159, 1, 0.999995, 0.999793, 1, 0.999985, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
